"The Catalogue of Principal Galaxies (PGC) Number","Common name","Right ascension (J2000)","Declination (J2000)","Galactic longitude","Galactic latitude","Log intrinsic K luminosity at group distance","Heliocentric velocity","Velocity in Local Sheet reference frame (Tully et al. 2008)","Measured distance for individual galaxy","Percent error in measured distance","PGC identification of brightest member of group","PGC identification of brightest member of association","Number of group members","Unweighted average group heliocentric velocity","Unweighted average group velocity in Local Sheet frame","Log group mass by scaling relation from intrinsic luminosity and M/L prescription","Log group mass from virial theorem with bi-weight dispersion and radius parameters","Supergalactic X","Supergalactic Y","Supergalactic Z"
4080166,6dFJ2049400-324154,312.4165,-32.6982,11.2188,-38.0084,9.74,1742,1775,0.00,0,4080166,4080166,1,1742,1775,11.446,,-11.00,-16.14,13.36
4080294,6dFJ1913493-154921,288.4551,-15.8224,21.1407,-11.9945,8.16,1723,1813,0.00,0,4080294,203488,1,1723,1813,10.584,,-10.45,-7.33,20.53
4080350,6dFJ0958114-293437,149.5476,-29.5768,263.5918,19.7631,9.59,2315,2019,0.00,0,28909,30308,3,2354,2058,12.405,10.000,-20.26,15.29,-26.13
4080368,6dFJ1048044-313135,162.0181,-31.5264,274.2592,24.3883,8.54,2896,2603,0.00,0,32271,32271,3,3027,2735,12.745,12.270,-12.55,9.04,-10.82
4080452,2MASXJ11123399-3625409,168.1418,-36.4280,281.6055,22.3158,10.42,2835,2540,0.00,0,33871,30308,20,2864,2567,13.697,13.577,-23.15,13.47,-15.28
4080503,6dFJ2155206-250004,328.8357,-25.0012,25.7837,-50.5968,8.86,2548,2627,0.00,0,4080503,67904,1,2548,2627,10.938,,-8.18,-29.18,17.57
4080588,PGC4080588,139.4469,53.2937,163.9854,43.0503,8.29,2290,2367,0.00,0,26246,26246,6,2282,2359,12.164,11.672,23.95,26.19,-9.17
4080762,SDSSJ072107.33+410740.7,110.2805,41.1280,177.0152,22.7373,8.51,3322,3358,0.00,0,4080762,4080762,1,3322,3358,10.760,,31.80,20.10,-24.28
4080879,SDSSJ072524.12+422559.1,111.3504,42.4331,175.8953,23.8696,8.64,3013,3054,0.00,0,4080879,4080879,1,3013,3054,10.825,,29.13,18.93,-21.24
4080996,SDSSJ072714.03+421214.3,111.8088,42.2039,176.2370,24.1341,8.46,3007,3046,0.00,0,4080996,4080879,1,3007,3046,10.734,,28.86,19.06,-21.29
4081754,SDSSJ074405.51+464234.2,116.0230,46.7096,172.1181,28.0916,8.77,3106,3163,0.00,0,4081754,4081754,1,3106,3163,10.890,,30.57,22.07,-18.89
4083704,SDSSJ081030.65+183704.2,122.6277,18.6178,204.1370,25.5204,7.65,1486,1387,0.00,0,4083704,4083704,1,1486,1387,10.328,,6.58,9.61,-14.37
4083825,SDSSJ081202.89+224026.6,123.0122,22.6741,200.0487,27.3034,8.18,1984,1905,0.00,0,4083825,1665309,1,1984,1905,10.594,,10.36,13.79,-18.65
4084169,SDSSJ081538.03+211537.2,123.9084,21.2604,201.8670,27.5965,8.75,3476,3389,0.00,0,23086,23086,2,3430,3344,12.458,11.913,25.70,36.95,-50.12
4084233,SDSSJ081624.89+211851.9,124.1037,21.3144,201.8814,27.7859,8.62,3552,3465,0.00,0,4084233,4084233,1,3552,3465,10.815,,17.59,25.47,-34.30
4084359,SDSSJ081746.00+224041.0,124.4416,22.6781,200.5488,28.5461,8.17,2144,2064,0.00,0,23262,23262,2,2135,2054,11.173,10.053,10.86,15.38,-19.91
4084511,SDSSJ081915.38+224214.1,124.8141,22.7039,200.6521,28.8786,8.18,2124,2044,0.00,0,4084511,23262,1,2124,2044,10.597,,10.73,15.43,-19.74
4085865,SDSSJ083335.64+250847.1,128.3987,25.1464,199.1578,32.7583,8.09,2229,2158,0.00,0,4085865,23701,1,2229,2158,10.548,,11.44,17.82,-19.48
4086026,SDSSJ083633.23+051042.5,129.1392,5.1782,220.6322,25.6957,8.02,1866,1695,0.00,0,4086026,4086026,1,1866,1695,10.515,,2.39,11.97,-19.02
4086253,SDSSJ084004.35+232204.2,130.0182,23.3679,201.7177,33.6267,8.25,1997,1915,0.00,0,4086253,4086253,1,1997,1915,10.630,,9.20,16.16,-17.49
4086412,SDSSJ084150.63+241427.8,130.4610,24.2410,200.8633,34.2779,8.64,3327,3249,0.00,0,4086412,4086412,1,3327,3249,10.825,,15.98,27.78,-29.15
4086459,SDSSJ084237.93+373542.0,130.6579,37.5948,184.8183,37.3767,8.25,2028,2023,0.00,0,4086459,4086459,1,2028,2023,10.632,,14.50,18.01,-13.89
4087020,SDSSJ085112.11+275248.1,132.8005,27.8800,197.2523,37.2915,6.01,398,338,8.47,9,4087020,27077,1,398,338,9.511,,3.38,5.74,-5.23
4087721,SDSSJ090343.64+251844.3,135.9318,25.3123,201.3262,39.3454,8.34,2526,2451,0.00,0,4087721,4087721,1,2526,2451,10.676,,11.10,23.09,-20.29
4087854,SDSSJ090612.42+254701.1,136.5516,25.7836,200.9240,40.0080,8.40,2623,2550,0.00,0,25525,25525,8,2813,2738,12.182,12.386,12.37,25.90,-22.15
4088180,SDSSJ091217.36+253851.5,138.0723,25.6477,201.5552,41.2987,8.08,2236,2161,0.00,0,4088180,4088180,1,2236,2161,10.547,,9.43,21.05,-17.27
4088225,SDSSJ091246.67+085619.9,138.1944,8.9389,221.5565,35.4033,5.57,1282,1122,0.00,0,4088225,4088225,1,1282,1122,9.292,,1.24,9.95,-11.10
4088752,SDSSJ092002.66+282057.4,140.0112,28.3493,198.5204,43.5945,7.95,1915,1854,0.00,0,4088752,4088897,1,1915,1854,10.480,,8.64,18.67,-13.71
4088897,SDSSJ092217.12+274126.4,140.5713,27.6907,199.5537,43.9430,8.23,1937,1873,0.00,0,4088897,4088897,1,1937,1873,10.618,,8.39,18.98,-13.90
4089075,SDSSJ092513.29+585730.9,141.3056,58.9587,156.1670,42.5347,9.12,3234,3341,0.00,0,4089075,4089075,1,3234,3341,11.068,,31.07,31.10,-7.20
4089411,SDSSJ093136.15+271746.6,142.9007,27.2963,200.7028,45.8828,7.65,1510,1443,0.00,0,4089411,4089411,1,1510,1443,10.330,,6.01,15.05,-10.38
4089452,SDSSJ093220.58+100559.2,143.0856,10.0998,223.0282,40.2270,8.76,3200,3045,0.00,0,27159,27159,16,3294,3138,12.914,12.810,3.11,39.06,-36.90
4089571,SDSSJ093441.75+323203.5,143.6739,32.5344,193.3183,47.3621,7.67,1389,1351,0.00,0,4089571,27777,1,1389,1351,10.340,,6.83,14.28,-8.59
4090184,SDSSJ094316.02+313725.1,145.8171,31.6236,194.9673,49.0709,7.74,1333,1290,0.00,0,27777,27777,8,1430,1389,12.396,12.090,6.08,14.07,-8.09
4090391,SDSSJ094629.08+303952.7,146.6211,30.6646,196.5506,49.6453,8.91,1466,1418,0.00,0,4090391,27777,2,1480,1432,10.997,10.114,6.33,15.62,-8.94
4090549,SDSSJ094847.46+275225.4,147.1977,27.8737,200.9326,49.7317,8.09,1316,1252,0.00,0,4090549,27777,1,1316,1252,10.550,,4.80,13.72,-8.20
4090570,SDSSJ094911.28+342634.2,147.2970,34.4429,190.7503,50.5130,8.05,1495,1467,0.00,0,4090570,27777,1,1495,1467,10.529,,7.42,16.10,-8.26
4090878,SDSSJ095430.02+320342.0,148.6252,32.0617,194.6288,51.4866,7.73,1424,1384,0.00,0,4090878,27777,1,1424,1384,10.369,,6.22,15.42,-8.02
4091250,SDSSJ100036.54+303209.7,150.1524,30.5361,197.2884,52.6519,6.63,501,453,0.00,0,4091250,28714,1,501,453,9.822,,1.84,5.12,-2.62
4091710,SDSSJ100714.59+330221.5,151.8107,33.0393,193.2459,54.2194,7.79,1257,1223,0.00,0,4091710,4091710,1,1257,1223,10.400,,5.35,14.02,-6.39
4091939,SDSSJ101020.51+074513.6,152.5856,7.7537,232.2586,47.2514,7.39,1269,1103,0.00,0,4091939,4091939,1,1269,1103,10.199,,-0.85,11.83,-8.70
4092595,SDSSJ102024.02+632620.9,155.1002,63.4391,146.2620,46.2597,8.14,1731,1862,0.00,0,4092595,4092595,1,1731,1862,10.574,,16.96,18.12,-0.66
4093829,SDSSJ103800.29+364147.5,159.5011,36.6966,185.7454,60.2872,8.00,1522,1512,0.00,0,4093829,4093829,1,1522,1512,10.505,,6.64,18.23,-5.50
4093989,SDSSJ103950.97+564402.9,159.9624,56.7342,152.0829,52.2944,8.22,1135,1233,0.00,0,4093989,37617,1,1135,1233,10.615,,9.73,13.21,-1.11
4094463,SDSSJ104431.01+134240.3,161.1291,13.7111,230.9130,57.5087,8.42,2866,2736,0.00,0,4094463,4094463,1,2866,2736,10.716,,-1.21,32.74,-16.05
4094467,SDSSJ104435.27+135622.7,161.1470,13.9396,230.5569,57.6354,8.27,633,504,0.00,0,32256,41220,40,757,625,12.934,13.672,-0.31,9.47,-4.62
4095057,SDSSJ105001.79+134705.1,162.5076,13.7848,232.0477,58.7083,7.78,1311,1183,0.00,0,4095057,41220,1,1311,1183,10.396,,-0.67,14.30,-6.63
4095197,SDSSJ105131.34+140653.1,162.8807,14.1148,231.8428,59.1866,6.95,832,706,0.00,0,32256,41220,40,757,625,12.934,13.672,-0.43,9.83,-4.46
4095219,SDSSJ105146.67+135835.5,162.9444,13.9766,232.1369,59.1715,8.43,2949,2822,0.00,0,32535,32535,3,3021,2894,11.995,11.491,-2.06,44.06,-20.01
4095241,SDSSJ105204.79+150149.6,163.0197,15.0304,230.3971,59.7499,7.99,828,706,0.00,0,32256,41220,40,757,625,12.934,13.672,-0.29,9.88,-4.38
4095871,SDSSJ105935.63+144407.7,164.8984,14.7355,232.7187,61.1904,8.63,3113,2992,0.00,0,4095871,4095871,1,3113,2992,10.822,,-1.79,36.85,-15.18
4095912,SDSSJ105958.87+294610.5,164.9952,29.7696,200.1585,65.4181,8.30,2389,2346,0.00,0,4095912,33184,1,2389,2346,10.656,,5.95,29.55,-8.37
4096546,SDSSJ110747.04+150331.4,166.9461,15.0587,234.2666,63.0603,8.51,3417,3300,0.00,0,4096546,4096546,1,3417,3300,10.763,,-2.39,41.17,-15.35
4096629,SDSSJ110842.44+145530.4,167.1768,14.9251,234.7741,63.1823,8.64,3588,3471,0.00,0,4096629,4096629,1,3588,3471,10.827,,-2.69,43.33,-16.03
4097451,SDSSJ111723.61+383717.9,169.3484,38.6216,176.6463,67.2533,7.98,1893,1903,0.00,0,4097451,35064,1,1893,1903,10.494,,7.60,23.94,-3.60
4097588,SDSSJ111850.46+034548.8,169.7103,3.7636,255.4709,57.8326,7.62,1692,1525,0.00,0,34778,34778,17,1477,1309,12.603,13.100,-6.84,24.35,-10.19
4097881,SDSSJ112146.67+374421.1,170.4445,37.7392,177.9014,68.3920,8.10,1929,1935,0.00,0,35064,35064,15,2037,2048,12.919,12.450,6.67,22.66,-3.23
4097888,SDSSJ112149.84+400006.3,170.4576,40.0017,172.4519,67.4306,8.08,1991,2009,0.00,0,34908,35064,5,1939,1957,11.954,11.286,8.22,24.65,-3.08
4098285,SDSSJ112618.42+390128.6,171.5768,39.0247,173.6926,68.6492,9.08,2182,2197,0.00,0,35064,35064,15,2037,2048,12.919,12.450,7.10,22.97,-2.70
4098330,SDSSJ112648.86+364550.6,171.7037,36.7640,179.3443,69.6918,8.13,2058,2061,0.00,0,4098330,4098330,2,2044,2047,10.637,10.312,7.05,26.16,-3.48
4098416,SDSSJ112755.74+364614.5,171.9822,36.7706,179.0799,69.8954,7.68,2030,2033,0.00,0,4098330,4098330,2,2044,2047,10.637,10.312,7.00,26.14,-3.38
4098715,SDSSJ113102.13+621443.0,172.7589,62.2451,138.1535,52.4421,8.19,2719,2853,0.00,0,4098715,4098715,1,2719,2853,10.600,,23.19,30.01,3.00
4098734,SDSSJ113108.88+133413.4,172.7868,13.5705,244.8117,66.8653,7.49,1020,904,0.00,0,4098734,41220,1,1020,904,10.250,,-1.42,11.51,-3.27
4099014,SDSSJ113327.39+335025.0,173.3641,33.8402,186.3680,71.9463,8.27,2554,2544,0.00,0,35754,35754,6,2511,2498,11.841,11.789,6.79,32.39,-4.26
4099053,SDSSJ113350.91+140315.0,173.4621,14.0542,244.9044,67.6793,7.40,937,825,0.00,0,4099053,41220,1,937,825,10.207,,-1.26,10.55,-2.84
4099054,SDSSJ113351.53+344504.1,173.4648,34.7512,183.5044,71.7441,8.18,1854,1848,0.00,0,4099054,35064,1,1854,1848,10.593,,5.35,23.87,-2.96
4099065,SDSSJ113403.90+482837.3,173.5161,48.4770,152.8807,63.9065,8.24,3057,3124,0.00,0,2315215,2315215,2,3051,3117,10.863,9.679,17.62,37.64,-0.75
4099362,SDSSJ113639.56+362342.8,174.1649,36.3953,177.9701,71.6503,8.18,1448,1452,0.00,0,4099362,4099362,1,1448,1452,10.594,,4.63,18.70,-1.92
4099775,SDSSJ114040.43+373630.2,175.1685,37.6084,173.3571,71.8007,9.58,3104,3116,0.00,0,4099775,4099775,1,3104,3116,11.340,,10.50,40.07,-3.23
4099906,SDSSJ114215.39+361748.1,175.5641,36.2968,176.6408,72.7059,7.96,1412,1418,0.00,0,36266,37617,2,1438,1445,11.896,10.938,4.94,20.79,-1.76
4100143,SDSSJ114444.05+150140.0,176.1834,15.0278,247.5200,70.3273,8.53,3367,3264,0.00,0,4100143,36200,1,3367,3264,10.772,,-5.05,42.24,-9.16
4100196,SDSSJ114516.17+135221.1,176.3175,13.8727,250.2850,69.6517,8.39,2983,2875,0.00,0,36678,36200,10,3198,3089,12.874,12.879,-5.54,39.56,-8.80
4100337,SDSSJ114639.39+143337.4,176.6642,14.5604,249.4767,70.3655,8.51,3163,3059,0.00,0,36739,36739,2,3176,3072,11.314,9.553,-3.90,29.97,-6.35
4100455,SDSSJ114743.95+363000.5,176.9332,36.5002,174.2010,73.5751,8.68,3110,3119,0.00,0,4100455,37544,1,3110,3119,10.846,,9.41,40.42,-2.61
4100482,SDSSJ114758.64+135438.4,176.9943,13.9107,251.5264,70.1528,8.39,3322,3215,0.00,0,36678,36200,10,3198,3089,12.874,12.879,-5.74,40.07,-8.45
4100682,SDSSJ115002.16+362736.4,177.5091,36.4601,173.4756,73.9934,8.63,3109,3118,0.00,0,4100682,37544,1,3109,3118,10.822,,9.26,40.46,-2.32
4101020,SDSSJ115328.19+341921.8,178.3677,34.3226,179.3502,75.6365,8.12,2238,2238,0.00,0,4101020,37189,1,2238,2238,10.565,,5.50,29.28,-1.74
4101192,SDSSJ115516.50+331547.7,178.8189,33.2632,182.6911,76.4193,8.88,3244,3239,0.00,0,37421,37544,4,3181,3176,11.709,11.283,7.01,41.77,-2.50
4101196,SDSSJ115519.26+321606.7,178.8303,32.2685,186.6796,76.7883,8.55,3196,3186,0.00,0,37544,37544,13,3214,3204,13.017,12.430,6.36,42.13,-2.78
4101250,SDSSJ115554.88+405518.5,178.9788,40.9218,159.0427,72.0867,7.80,1109,1144,0.00,0,4101250,4101250,1,1109,1144,10.405,,4.36,14.62,-0.12
4101296,SDSSJ115618.84+320203.2,179.0786,32.0343,187.3561,77.0633,8.50,3157,3146,0.00,0,37544,37544,13,3214,3204,13.017,12.430,6.14,42.11,-2.69
4101324,SDSSJ115634.12+320741.2,179.1421,32.1281,186.8808,77.0837,8.56,3151,3140,0.00,0,37544,37544,13,3214,3204,13.017,12.430,6.19,42.10,-2.63
4101550,SDSSJ115856.19+312510.8,179.7340,31.4197,189.2495,77.7835,9.55,3022,3009,0.00,0,4101550,37544,1,3022,3009,11.318,,5.24,39.71,-2.32
4101601,PGC3085826,179.8559,57.0692,136.5360,58.6642,7.71,844,960,0.00,0,4101601,4101601,1,844,960,10.360,,6.66,10.86,1.30
4101774,SDSSJ120107.99+140705.6,180.2832,14.1183,258.3828,72.4820,8.01,1445,1345,0.00,0,37912,37912,3,1487,1387,11.220,10.823,-4.17,26.23,-4.07
4101786,SDSSJ120112.57+330300.1,180.3024,33.0500,181.2860,77.6394,8.70,3303,3299,0.00,0,4101786,37544,1,3303,3299,10.854,,6.78,43.42,-1.76
4102014,SDSSJ120259.98+473915.1,180.7500,47.6542,144.5010,67.3946,7.23,600,672,0.00,0,39600,47404,21,485,557,12.555,13.111,2.83,6.84,0.40
4102605,SDSSJ120741.28+392245.9,181.9221,39.3794,156.7897,74.7378,7.72,1055,1086,0.00,0,38739,41220,9,1028,1060,12.310,11.715,3.52,13.72,0.27
4102660,SDSSJ120809.74+372724.6,182.0406,37.4568,161.6711,76.2250,7.56,1068,1090,0.00,0,4102660,41220,1,1068,1090,10.283,,3.15,14.19,0.14
4102727,SDSSJ120841.07+391922.6,182.1712,39.3230,156.3605,74.9040,7.67,1048,1080,0.00,0,38739,41220,9,1028,1060,12.310,11.715,3.49,13.72,0.31
4102842,SDSSJ120935.64+653541.4,182.3987,65.5951,129.7743,50.9737,7.56,1135,1293,0.00,0,38524,38524,10,1341,1496,12.852,12.524,14.41,17.61,3.88
4102942,SDSSJ121032.03+142923.1,182.6336,14.4897,263.8696,74.1715,7.83,2204,2111,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-2.74,16.59,-1.90
4103522,SDSSJ121518.94+025538.2,183.8295,2.9276,281.7402,64.3030,7.68,1365,1221,0.00,0,4103522,41220,1,1365,1221,10.346,,-5.74,15.03,-2.47
4103810,SDSSJ121804.26+144510.4,184.5179,14.7530,269.1423,75.3888,8.00,1766,1678,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-2.75,16.06,-1.32
4104055,SDSSJ122025.79+331431.7,185.1075,33.2422,168.6581,80.9348,7.61,1047,1053,0.00,0,4104055,41220,1,1047,1053,10.307,,1.89,13.91,0.38
4104301,SDSSJ122257.33+155145.4,185.7390,15.8626,271.0873,76.9388,8.81,1485,1405,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-2.50,15.76,-0.88
4104322,SDSSJ122311.99+375927.8,185.7999,37.9911,149.8004,77.6245,8.21,2253,2284,0.00,0,4104322,4104322,1,2253,2284,10.609,,6.37,29.72,1.88
4104876,SDSSJ122945.85+373132.6,187.4409,37.5258,145.2881,78.6448,8.25,2227,2259,0.00,0,4104876,4104876,1,2227,2259,10.630,,5.87,29.44,2.44
4105809,SDSSJ123828.98+132525.7,189.6207,13.4240,289.8347,75.9652,7.58,974,891,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-3.29,14.94,-0.07
4106014,SDSSJ124011.52+154213.8,190.0479,15.7039,289.4887,78.2810,7.88,3915,3845,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-3.45,18.92,0.26
4106417,SDSSJ124412.03+621020.0,191.0497,62.1721,124.4023,54.9355,8.28,2545,2698,0.00,0,42849,39568,3,2592,2745,11.312,8.412,20.46,29.21,7.97
4106517,SDSSJ124545.05+121408.5,191.4376,12.2358,297.5390,75.0479,7.64,1606,1523,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-3.92,15.65,0.31
4106650,SDSSJ124917.22+600733.2,192.3218,60.1260,123.4237,57.0003,8.32,2856,3002,0.00,0,4106650,44025,1,2856,3002,10.664,,21.16,32.79,8.92
4106709,SDSSJ125220.08+111827.7,193.0836,11.3077,303.7382,74.1780,5.91,1302,1218,0.00,0,41220,41220,714,1336,1240,14.656,14.867,-4.17,15.15,0.66
4107150,SDSSJ125906.25+142547.0,194.7762,14.4297,311.3235,77.1763,8.30,2680,2616,0.00,0,4107150,4107150,1,2680,2616,10.658,,-7.70,33.89,2.93
4107275,SDSSJ130015.65+292858.9,195.0652,29.4831,83.9362,86.9479,8.26,2465,2474,0.00,0,4107275,44370,1,2465,2474,10.635,,1.05,32.58,5.03
4108303,SDSSJ132202.37+384343.7,200.5100,38.7288,95.9801,76.7536,8.38,1057,1122,0.00,0,46671,46671,4,1003,1068,11.358,11.167,2.80,15.49,4.20
4108469,SDSSJ132433.77+285934.3,201.1409,28.9929,49.1718,82.4600,8.64,2394,2415,0.00,0,4108469,4108469,1,2394,2415,10.825,,0.13,31.26,7.71
4108476,SDSSJ132436.69+292105.4,201.1530,29.3516,51.7927,82.3651,8.38,2375,2398,0.00,0,4108476,4108469,1,2375,2398,10.693,,0.33,31.03,7.70
4109196,SDSSJ133433.68+542733.4,203.6402,54.4594,109.7386,61.5506,8.47,2117,2256,0.00,0,4109196,4109196,1,2117,2256,10.740,,12.70,25.55,9.52
4109461,SDSSJ133713.96+443527.4,204.3076,44.5910,98.1779,70.2716,8.00,2777,2876,0.00,0,48034,48767,6,2644,2744,11.836,12.250,9.62,33.53,11.60
4109743,SDSSJ133959.46+480846.9,204.9980,48.1462,101.9300,66.9542,8.15,1678,1794,0.00,0,4109743,4109743,1,1678,1794,10.580,,7.63,21.28,7.82
4109891,SDSSJ134134.82+383144.9,205.3950,38.5292,83.4593,74.5088,8.04,1352,1428,0.00,0,48465,48917,2,1360,1436,10.768,8.931,3.01,17.87,6.14
4110303,SDSSJ134754.45+361648.4,206.9769,36.2801,73.8037,74.9285,8.36,2370,2440,0.00,0,4110303,49356,2,2360,2429,10.796,9.796,3.75,30.27,10.94
4110304,SDSSJ134754.90+361104.8,206.9788,36.1847,73.4933,74.9795,8.18,2349,2418,0.00,0,4110303,49356,2,2360,2429,10.796,9.796,3.69,30.25,10.93
4110417,SDSSJ134913.01+331900.0,207.3043,33.3167,62.8275,76.0872,8.12,2167,2224,0.00,0,4110417,4110417,1,2167,2224,10.567,,1.90,27.85,10.00
4110654,SDSSJ135218.63+375033.3,208.0778,37.8427,76.6965,73.3196,8.18,2339,2418,0.00,0,4110654,49356,1,2339,2418,10.598,,4.53,29.81,11.42
4110941,SDSSJ135619.04+374214.7,209.0795,37.7041,74.7756,72.7434,8.64,3367,3448,0.00,0,49747,49747,11,3332,3413,13.352,13.583,7.90,53.20,21.21
4111125,SDSSJ140009.99+505140.9,210.0416,50.8616,98.7540,62.9183,8.88,2287,2424,0.00,0,4111125,49356,1,2287,2424,10.943,,11.50,27.59,12.29
4111156,SDSSJ140049.96+493059.8,210.2083,49.5167,96.7849,63.9404,8.06,1849,1981,0.00,0,50031,49356,7,1999,2130,12.344,12.534,10.78,27.82,12.37
4111248,SDSSJ140239.47+500153.8,210.6644,50.0317,96.9592,63.3522,8.97,2061,2196,0.00,0,2816074,49356,2,2080,2215,11.204,10.045,10.08,25.27,11.43
4111293,SDSSJ140328.79+485753.0,210.8700,48.9648,95.2311,64.1080,8.34,1987,2119,0.00,0,50031,49356,7,1999,2130,12.344,12.534,10.52,28.00,12.68
4111626,SDSSJ140751.55+505407.8,211.9644,50.9023,96.7043,62.1568,9.28,2137,2278,0.00,0,50331,49356,4,2131,2271,12.107,11.701,10.73,25.60,12.11
4111842,SDSSJ141013.85+481833.8,212.5576,48.3092,92.3310,63.8710,8.33,2063,2196,0.00,0,50588,49356,6,1999,2133,11.699,11.663,9.21,25.40,12.09
4111864,SDSSJ141029.22+484139.3,212.6217,48.6942,92.8504,63.5594,8.07,2036,2170,0.00,0,50588,49356,6,1999,2133,11.699,11.663,9.39,25.30,12.09
4112252,SDSSJ141401.62+481833.7,213.5068,48.3093,91.3035,63.4344,8.14,2053,2188,0.00,0,2317193,49356,2,2048,2184,10.931,9.250,9.04,24.86,12.19
4112777,SDSSJ141853.47+091728.7,214.7229,9.2914,356.2311,62.7177,7.66,1202,1173,0.00,0,51207,41220,3,1273,1245,11.220,11.137,-4.03,9.61,4.33
4112883,SDSSJ141950.39+092255.9,214.9600,9.3822,356.7252,62.6105,8.22,1338,1311,0.00,0,51207,41220,3,1273,1245,11.220,11.137,-4.08,9.75,4.45
4112990,SDSSJ142044.53+083735.8,215.1855,8.6266,355.8813,61.9276,8.80,1300,1270,0.00,0,4112990,41220,1,1300,1270,10.906,,-6.23,14.30,6.58
4113467,SDSSJ142343.66+055236.6,215.9321,5.8769,353.0125,59.4496,8.06,1386,1346,0.00,0,4113467,4113467,1,1386,1346,10.538,,-7.41,14.78,6.98
4113944,SDSSJ142703.62+084108.9,216.7652,8.6859,358.2023,60.8291,7.85,1304,1280,0.00,0,51587,51587,2,1335,1310,11.053,9.759,-7.83,17.69,8.77
4114218,SDSSJ142852.74+123454.0,217.2198,12.5817,5.2104,62.9500,8.19,1965,1959,0.00,0,4114218,4114218,1,1965,1959,10.598,,-7.97,22.15,11.31
4114908,SDSSJ143248.37+095458.8,218.2017,9.9163,1.9975,60.5576,7.96,1424,1410,0.00,0,51973,51846,3,1392,1378,11.455,10.260,-5.66,13.39,7.11
4115054,SDSSJ143337.18+111302.2,218.4050,11.2173,4.3530,61.2050,7.96,1864,1856,0.00,0,4115054,4115054,1,1864,1856,10.483,,-8.13,20.60,11.05
4115292,SDSSJ143508.09+130856.9,218.7837,13.1491,8.1122,62.0278,7.99,1921,1923,0.00,0,52159,52159,3,1852,1854,11.182,11.580,-8.66,24.45,13.37
4116082,SDSSJ144027.54+053154.8,220.1148,5.5320,358.0583,56.2479,7.93,1557,1530,0.00,0,52365,52365,7,1665,1637,12.447,12.749,-13.96,26.06,14.96
4116820,SDSSJ144536.28+341043.8,221.4012,34.1788,56.0305,64.5497,8.14,1643,1743,0.00,0,52741,52741,3,1650,1750,11.594,8.072,1.51,19.84,12.17
4117210,SDSSJ144834.42+052552.5,222.1434,5.4313,0.3089,54.6792,7.93,1698,1677,0.00,0,4117210,53932,1,1698,1677,10.468,,-9.46,17.16,10.76
4117286,SDSSJ144916.24+314104.3,222.3177,31.6845,50.1392,64.0174,8.49,2065,2157,0.00,0,4117286,4117286,1,2065,2157,10.748,,0.61,24.31,15.35
4117439,SDSSJ145053.09+341150.4,222.7212,34.1974,55.7350,63.4653,7.69,1208,1311,0.00,0,4117439,53014,1,1208,1311,10.350,,1.14,14.69,9.40
4117578,SDSSJ145243.51+114019.9,223.1813,11.6722,10.3707,57.6297,8.52,1804,1814,0.00,0,4117578,52887,1,1804,1814,10.763,,-7.79,19.17,12.53
4118332,SDSSJ152528.48+545113.4,231.3687,54.8537,88.4730,50.6926,8.54,2603,2797,0.00,0,4118332,4118332,1,2603,2797,10.775,,15.53,26.72,20.87
4118546,SDSSJ152956.64+582635.0,232.4859,58.4431,92.7790,48.3570,8.91,2908,3113,0.00,0,4118546,4118546,1,2908,3113,10.960,,19.64,28.70,22.66
4118820,SDSSJ154511.81+451041.0,236.2989,45.1782,72.3149,51.1651,8.35,2607,2785,0.00,0,4118820,55927,1,2607,2785,10.679,,9.82,26.43,24.17
4120535,SDSSJ160651.01+080928.6,241.7125,8.1580,20.0329,40.1196,9.51,2799,2858,0.00,0,57205,57205,2,2820,2878,11.852,10.774,-14.30,23.03,30.38
4121420,SDSSJ161452.40+350428.4,243.7183,35.0746,56.4216,46.2032,8.58,2602,2769,0.00,0,4121420,4121420,1,2602,2769,10.794,,4.02,23.71,28.01
4121600,SDSSJ161622.68+345405.1,244.0944,34.9015,56.2067,45.8829,8.51,2678,2846,0.00,0,4121600,4121600,1,2678,2846,10.760,,4.06,24.20,28.94
4123441,SDSSJ163631.04+461928.0,249.1293,46.3246,72.1581,42.1500,8.57,2466,2678,0.00,0,4123441,101540,1,2466,2678,10.789,,11.10,21.17,26.52
4123676,SDSSJ164021.43+284555.9,250.0893,28.7655,48.9733,39.9195,7.98,978,1143,0.00,0,4123676,4123676,2,971,1136,10.609,9.643,0.33,8.39,12.62
4123733,SDSSJ164135.04+282043.9,250.3959,28.3455,48.5188,39.5633,8.59,2676,2841,0.00,0,4123733,4123733,1,2676,2841,10.801,,0.59,20.77,31.67
4124690,SDSSJ170129.62+224352.4,255.3733,22.7312,43.3063,33.7142,8.51,2820,2981,0.00,0,59426,59426,10,2894,3055,12.726,12.761,-2.23,17.46,33.59
4124915,SDSSJ170804.54+232212.8,257.0188,23.3701,44.5982,32.4776,8.48,2871,3039,0.00,0,4124915,4124915,1,2871,3039,10.743,,-1.65,17.87,36.33
